question,answer
"SVM(Support Vector Machine)은 무엇이고, 어떤 경우에 사용하나요?","SVM은 분류와 회귀 문제에 사용되는 지도학습 알고리즘으로, 데이터의 비선형 문제를 효과적으로 해결할 수 있습니다."
클러스터링(Clustering) 알고리즘 중 K-means와 Hierarchical Clustering의 차이는 무엇인가요?,"K-means는 사전에 군집의 개수를 정해야 하고 중심 기반 군집화 방법이며, Hierarchical Clustering은 군집의 개수를 미리 정하지 않고 계층적으로 군집을 형성합니다."
"주성분 분석(PCA)은 무엇이고, 어떤 목적으로 사용하나요?","PCA는 데이터의 차원을 축소하여 주요 특성을 추출하는 방법으로, 데이터 시각화나 노이즈 제거 등에 사용됩니다."
"앙상블(Ensemble) 모델은 무엇이고, 어떤 이점을 가지고 있나요?","앙상블 모델은 여러 개의 모델을 결합하여 사용하는 방법으로, 다양한 모델의 예측을 종합해 성능을 향상시킬 수 있습니다."
"오차 행렬(Confusion Matrix)은 무엇이고, 어떻게 해석하나요?","오차 행렬은 모델의 분류 성능을 나타내는 행렬로, 실제 클래스와 예측 클래스를 비교하여 정확도, 정밀도, 재현율 등을 계산할 수 있습니다."
"과학습(Non-learning)이 무엇이고, 어떻게 발생하나요?","과학습은 모델이 학습 데이터에 너무 적합하여 새로운 데이터에 대해 일반화가 어려운 현상으로, 데이터가 노이즈를 많이 포함하거나 모델이 너무 복잡한 경우 발생할 수 있습니다."
트리 기반 모델과 선형 모델의 차이는 무엇인가요?,"트리 기반 모델은 비선형 문제를 다루기에 용이하고 해석이 쉽지만 과적합 문제가 있으며, 선형 모델은 해석이 용이하고 학습이 빠르지만 비선형 문제에는 적합하지 않을 수 있습니다."
"베이즈 정리(Bayes' Theorem)은 무엇이고, 어떤 분야에서 사용되나요?","베이즈 정리는 주어진 사건이 발생한 경우의 조건부 확률을 계산하는 정리로, 확률론적 모델링이나 베이지안 통계에서 사용됩니다."
배깅(Bagging)과 부스팅(Boosting)의 차이는 무엇인가요?,"배깅은 여러 개의 모델을 병렬로 학습시켜 결과를 종합하는 방법이고, 부스팅은 이전 모델의 오차를 보완하면서 순차적으로 학습하는 방법입니다."
"정밀도(Precision)와 재현율(Recall)은 무엇이고, 어떤 경우에 주로 사용하나요?","정밀도는 모델이 옳다고 분류한 것 중 실제로 옳은 비율을 나타내고, 재현율은 실제로 옳은 것 중 모델이 옳다고 예측한 비율을 나타냅니다. 불균형한 데이터셋에서 주로 사용됩니다."
차원 축소(Dimensionality Reduction)의 장단점은 무엇인가요?,"차원 축소는 모델의 복잡성을 감소시키고 계산 비용을 줄이는 장점이 있지만, 정보 손실이 발생할 수 있고 해석이 어려울 수 있다는 단점이 있습니다."
"클래스 불균형(Class Imbalance) 문제는 무엇이고, 어떻게 처리할 수 있을까요?","클래스 불균형은 한 클래스의 데이터가 다른 클래스에 비해 매우 적은 경우를 말하며, 데이터 오버샘플링, 언더샘플링, 클래스 가중치 부여 등을 통해 처리할 수 있습니다."
과거에 진행했던 프로젝트 중 ML을 적용한 경험에 대해 이야기해주세요.,"과거에 주식 가격 예측 프로젝트에서 LSTM 모델을 이용해 시계열 데이터를 학습하여 성공적으로 예측한 경험이 있습니다. 데이터 전처리와 모델 성능 향상을 위해 노력했고, 정확도를 높일 수 있었습니다."
"편향(Bias)과 분산(Variance)의 의미는 무엇이며, 모델 성능에 어떤 영향을 미치나요?","편향은 모델 예측과 실제 값 사이의 차이를 나타내며, 분산은 예측값들이 서로 얼마나 퍼져 있는지를 나타냅니다. 높은 편향과 낮은 분산 또는 그 반대는 과소적합 또는 과적합을 일으킬 수 있습니다."
지도 학습(Supervised Learning)과 비지도 학습(Unsupervised Learning)의 차이는 무엇인가요?,"지도 학습은 입력과 출력 데이터가 주어진 상태에서 모델을 학습하는 것이고, 비지도 학습은 출력 데이터 없이 입력 데이터만으로 모델을 학습하는 것입니다."
신경망(Neural Network)의 장단점은 무엇인가요?,"신경망은 복잡한 문제를 해결할 수 있고 다양한 데이터 유형에 적용할 수 있지만, 학습 시간이 오래 걸리고 많은 데이터와 하이퍼파라미터 튜닝이 필요하다는 단점이 있습니다."
데이터 불균형 문제를 해결하기 위한 방법으로 언더샘플링과 오버샘플링을 언제 선택하나요?,"언더샘플링은 다수 클래스 데이터를 줄여 불균형을 해소하는 방법이고, 오버샘플링은 소수 클래스 데이터를 증가시켜 균형을 맞추는 방법입니다. 데이터 양과 품질에 따라 선택합니다."
"L1 정규화와 L2 정규화의 차이는 무엇이며, 각각 어떤 특성을 가지고 있나요?","L1 정규화는 가중치의 절대값을 패널티로 사용하여 특정 가중치를 0으로 만들 수 있고, L2 정규화는 가중치의 제곱을 패널티로 사용하여 가중치의 크기를 줄이는 효과가 있다."
"모델의 성능을 평가하기 위한 지표들은 무엇이 있으며, 각각의 의미는 무엇인가요?","정확도(Accuracy), 정밀도(Precision), 재현율(Recall), F1 점수(F1 Score), ROC-AUC 등이 있으며, 각각이 모델의 성능을 측정하는 방법이 다릅니다."
과적합을 방지하기 위한 방법으로 어떤 것들이 있나요?,"과적합을 방지하기 위해 교차 검증, 정규화, 피처 선택, 앙상블 학습, 데이터 확장 등의 방법을 사용할 수 있습니다."
랜덤 포레스트(Random Forest)와 그래디언트 부스팅(Gradient Boosting)의 차이점은 무엇인가요?,"랜덤 포레스트는 의사결정트리를 여러 개 결합한 앙상블 모델이고, 그래디언트 부스팅은 이전 모델의 오차를 보완하는 식으로 학습하는 부스팅 알고리즘입니다."
"과적합(Overfitting)을 판단하는 방법은 무엇이 있나요?","과적합을 판단하기 위해 학습 데이터와 검증 데이터의 성능 차이를 비교하거나 학습 곡선을 확인하는 등의 방법을 사용할 수 있습니다."
"신경망의 학습 과정 중 경사 하강법(Gradient Descent)의 역할은 무엇이며, 어떤 종류가 있나요?","경사 하강법은 손실 함수를 최소화하는 방향으로 모델의 가중치를 조절하는 방법으로, 배치 경사 하강법, 확률적 경사 하강법, 미니 경사 하강법 등이 있습니다."
